date,message
2023-08-31,"Псков, рф — робота ворожого ППО по БпЛА.   Тестування українських ракет.    Активність тактичної авіації на Півночі.   ВМС ЗСУ: У Чорному морі 3х носіїв ракет типу «Калібр». Загальний боєзапас до 24 ракет.    Під Брянськом літають невстановлені БпЛА.   Брянськ — робота ППО.  Іранський вантажний Іл-76ТД ""Pouya Air"" (EP-PUS) йде на посадку на аеродром ""Внуково"". Рейс Тегеран-Москва.  Ймовірно вантаж військового призначення.   Брянськ — вибухи. Псков — робота ППО. Цікаві знімки із пошкодженнями літаків Іл-76 на аеродромі у Пскові від журналістів ""Схем"". Видно явні пошкодження у двох транспортників."
2023-09-01,"Зведення по ракетних обстрілах за серпень 2023 року.  З 01.08 по 31.08 по території України було запущено 398 засобів ураження з яких: — 167 ракет; — 231 ударний БпЛА типу ""Шахід"".  Знищених ударних БпЛА —152 одиниці (65,80%).  Також було запущенно: — 43 од. КРМБ ""Калібр"", збито 29 од. (67,44%). — 87 од. КРПБ Х-101/555, збито 61 од. (70,11%). — 6 од. КРПБ Х-22, збито 0 од. — 7 од. аеробалістичних ракет ""Кинджал"", збито 1 од. (14,29%); — 8 од. ОТРК Іскандер-К, збито 1 од. (12,50%); — 12 од. ОТРК Іскандер-М, збито 0 од.   Загальна успішність сил ППО складає 62,31% (248 од. ворожої зброї) (враховувались лише наведені типи ракет).  На зниження показників результативності сил ППО впливає застосування балістичних ракет ""Іскандер М"" по лінії фронту, аеробалістичних ракет ""Кинджал"" по регіонах, які не закриті відповідними комплексами ППО.  Простежується тенденція на пошук нових маршрутів для крилатих ракет, нестандартні вектори пусків, підвищене маневрування. Цілями для ворожих засобів ураження в серпні були: портова інфраструктура, зернові сховища, аеродромна мережа,а також цивільні споруди.  ракетне_зведення |  Згідно власних джерел росЗМІ у Саратовській області рф, у полі, була знайдена ракета Х-101, яка не спрацювала необхідним чином і ""відвалилась від ракетоносія"". За повідомленням, це 300 км від лінії фронту.  Нагадаємо, що останні два обстріли Ту-95 роблять запуски не тільки над акваторією Каспійського моря, а також над сушею, зокрема неподалік від аеродрому базування ""Енгельс"".   Також нагадаємо, що пуски крилатих ракет типу Х-101/555/55 виконуються над акваторією Каспійського моря через такі неспрацювання. Частина ракет є бракованою, та падає у море, без спрацювання двигуна.   Вночі 01.09.23 силами оборони було знищено:   1/2 крилатих ракет морського базування ""Калібр"".  Дані доповнюються.    Відбій ракетної небезпеки. А ось зараз вже дорозвідка повітряного простору. Залишайтесь в укриттях до офіційного відбою повітряної тривоги. 05:05  Без змін. Загроза КР для Вінниччини, Житомирщини та Хмельниччини.  По інших областях поки що чисто.    Робота сил ППО. Загроза КР: Вінницька, Житомирська, Хмельницька області.  Перебувайте в безпечних місцях, подалі від вікон та скла.  Маневри ракет. Загроза для Вінниччини та суміжних областей. Також працюють наші повітряні сили.   Ніякої дорозвідки не оголошено. Не наражайте себе на небезпеку. КР → Вінниччина, Хмельниччина. КР →Черкащина, Київщина. Ракетна небезпека у областях, де оголошено повітряну тривогу.  КР (попередньо Калібри) рухаються з Кіровоградщини на Вінниччину.   КР → Вінницька область. Цілі (невст.) у напрямку центральних областей. Ракетна небезпека Південь, Центр та Схід.  Пуск ракет ""Калібр"" або фальш-цілей. Нові знімки пошкоджених Іл-76 на аеродромі у Пскові та зображення моменту влучання по одному з Іл-76.  Станом на 01.09.23 судячи зі знімків можна казати, що два борти 334-го військово-транспортного авіаційного полку (На фото) повністю знищені, ще два отримали пошкодження. (Всього 4)  «У верхній частині літака розташовані паливні баки вантажних літаків і критична частина лонжерона крила. Ці секції літака були спеціально націлені безпілотниками, які були запущені з території Росії», — Голова ГУР.  Всього на базі у Пскові базується близько 20 Іл-76. Виведення з ладу щонайменше 4 з них — серйозний удар по військово-транспортній авіації.    Оцінка обстановки станом на 00:00 01.09.23  — Авіація: Стратегічна авіація не активна. Ситуація на військових аеродромах рф без значних змін із попередньої доби. Ворог тримає у спорядженому стані щонайменше 25 носіїв крилатих ракет повітряного базування.  — БпЛА:  Запуски ударних БпЛА типу ""Шахід"" не фіксувались;  — Флот: У Чорному морі  перебуває три ракетоносії із можливістю несення до 24х КРМБ ""Калібр"".  Ситуація стабільна і контрольована, проте вона може змінитись впродовж ночі.  Дослухайтесь сигналів повітряної тривоги.  обстановка | "
2023-09-02," Рух невстановлених БпЛА, ймовірно ударних з Південного напрямку. Можливе поширення тривог за вектором руху.   ВМС ЗСУ: У Чорному та Азовському морях не перебувають ракетоносії ""Калібрів"", вони заведені у порти базування.   Кривий Ріг — мінус БпЛА-розвідник. Дорозвідка і буде відбій. Кривий Ріг — вибухи. Зустрівся з особовим складом мобільної вогневої групи з протиповітряної оборони, що діє на Київському напрямку.   Саме ці воїни днями збили з переносного зенітно-ракетного комплексу «Стінгер» крилату ракету. Наслідки її влучення були б жахливими як для цивільного населення, так і для об’єктів критичної інфраструктури.  Подякував їм за бойовий дух, успішну організацію та забезпечення захисту українського неба, нагородив відзнаками «За мужність та звитягу». Слава Україні!  Разом переможемо!  Пуски С-300 у напрямку Запорізького району. Загроза балістики на Сході. Пуски ракет С-300 у бік Донеччини."
2023-09-03," Відмічено запуск ударних БпЛА з Приморсько-Ахтарська.   У разі підтвердження інформації та входження цілей у повітряний простір України — сповістимо.    ВМС ЗСУ: У Чорному морі 1х носіїй ракет типу «Калібр». Загальний боєзапас до 8 ракет.   На цьому супутниковому знімку зображено російський стратегічний бомбардувальник Ту-95, покритий автомобільними шинами.  Так росіяни намагаються захистити свої літаки літаки від атак невідомих безпілотників.   Джерело — Tatarigami_UA. Вночі 03.09.23 силами оборони було знищено:   22/25 ударних БпЛА типу ""Шахід"".    Відбій загрози БпЛА. Останні БпЛА в регіоні. Зіб'ють — буде дорозвідка і відбій. Близько 30 хв. Загроза лишається для Півдня Одещини. Йде бойова робота.  В інших областях чисто.    Робота ППО та сил оборони. Рух БпЛА у напрямку Півдня Одещини.  Ізмаїльський район, Рені — є час подбати про безпеку. Портова інфраструктура залишається важливою ціллю для ворога.   00:55  Загроза БпЛА: — Херсонська, — Миколаївська, області.   Рух БпЛА у акваторії Чорного моря. Вектор — Одещина.    Оцінка обстановки станом на 00:00 03.09.23  Загальні тези: На аеродромі ""Саваслейка"" проводяться будівельні роботи з подовження злітно-посадкової смуги (модернізація). Московський регіон нарощує об'єми зенітно-ракетних комплексів та БК до них, з огляду на постійні атаки регіону невстановленими БпЛА.  — Авіація: Стратегічна авіація не активна. Ситуація на військових аеродромах рф без значних змін. Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ.  — БпЛА:  Запуски БпЛА фіксувались з Приморсько-Ахтарська та Чауди. Розрахунково входження у Дніпропетровську область у 00.00, Миколаївську 00.30.  — Флот: У Чорному морі не перебувають ракетоносії, проте загроза від флоту лишається на високому рівні.  обстановка | "
2023-09-04," Оцінка обстановки станом на 00:00 05.09.23  — Авіація: Стратегічна авіація не активна. Ситуація на військових аеродромах рф без значних змін. Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ.  — БпЛА:  Інформації про запуск ударних БпЛА типу ""Шахід"" не надходило.  — Флот: У Чорному морі не перебувають ракетоносії КРМБ ""Калібр"".  Проте, загроза від флоту залишається на високому рівні.  Ситуація стабільна і контрольована, проте вона може змінитись впродовж ночі.  Дослухайтесь сигналів повітряної тривоги.  обстановка |   Відбій авіаційної загрози.  Зліт МіГ-31К ВПС рф. ае ""Саваслейка"".  МіГ-31К — носій надзвукової ракети Х-47м2 ""Кинджал"", яка становить загрозу для всіх регіонів країни.    На 04.09.23 заплановані тренувальні польоти 6 екіпажів літаків МіГ-31К з ае ""Саваслейка"" у повітряному просторі Нижньогородської, Володимирської, Костромської, Московської, Рязанської, Тамбовської областей та Республіки Мордовія. Не виключається здійснення пусків  аеробалістичних ракет комплексу Х-47М2 “Кинжал” або імітація таких.  Якщо польоти виконуються на безпечній відстані від держкордону — повітряна тривога не оголошується.   Загроза БпЛА для Дніпропетровщини лишається.  Є декілька БпЛА.  08:01 Відбій. Рух ударного БпЛА у напрямку Дніпра. Будьте подалі від вікон, буде працювати ППО. Дніпропетровська область — невстановлений БпЛА над областю.  Відбій загрози БпЛА. На жаль продовжується атака ударними БпЛА Ізмаїльського району. Додаткові групи БпЛА підійшли з акваторії Чорного моря.  Досить потужна атака вже другу добу поспіль. Тримаємось. Останні БпЛА в регіоні. Зіб'ють — буде дорозвідка і відбій.  30-60 хв. 03:31 Без змін. Загроза БпЛА для Ізмаїльського району.  Ракетна небезпека оголошувалась через засічку. Реальних пусків ""Калібрів"" не фіксували поки що.   Південь — ракетна небезпека. Загроза лише для Ізмаїльського району Одещини через ударні БпЛА. Інших реальних загроз зараз немає.    Робота ППО, сил оборони та авіації на Одещині. Також загроза балістики зі Сходу.  Рух БпЛА у напрямку Півдня Одещини.  Ізмаїльський район, Рені — є час подбати про безпеку.   Курська область рф — робота ППО.  Оцінка обстановки станом на 00:00 04.09.23  Загальні тези: На 4-6 вересня  у повітряному просторі Республіки Комі заплановане спільне льотно-тактичне навчання літаків дальньої, оперативно-тактичної та спеціальної авіації ПКС рф. Залучатиметься щонайменше по два стратегічні бомбардувальники Ту-160, Ту-95МС (Оленья), два дальні бомбардувальники Ту-22М3  (Оленья), а також два МіГ-31К (Саваслейка) ДА ПКС.   — Авіація: Стратегічна авіація не активна. Ситуація на військових аеродромах рф без значних змін. Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ.  — БпЛА:  Станом на зараз існує загроза ударних БпЛА з Південного напрямку;  — Флот: У Чорному морі  перебуває один ракетоносій із можливістю несення до 8х КРМБ ""Калібр""  Будьте уважні та обережні, дослухайтесь сигналів повітряної тривоги.  обстановка | "
2023-09-05," Активність тактичної авіації на Півдні.  Загроза пусків КАБ/КАР по лінії фронту на Херсонщині, у Запорізькій області та суміжним районам. Знаходьтесь в укриттях.   Останніми днями публікацій від нас поменшало і така тенденція буде зберігатись якийсь час. руські готуються до ракетних атак восени та взимку, ми в свою чергу залучені до підсилення сил ППО на Півдні. Буде цінна інформація — будемо про це писати. Залишаємось на зв'язку    ВМС ЗСУ: У Чорному та Азовському морях не перебувають ракетоносії ""Калібрів"", вони заведені у порти базування.  "
2023-09-06," Відбій загрози БпЛА з Півночі.  Оцінка обстановки станом на 23:00 06.09.23  Загальні тези: рф продовжує використовувати цивільні вантажні суда для перевезення військових вантажів через протоку Босфор. Планується перевезення контейнерів із боєприпасами із Сирії до Новоросійська.   — Авіація: Стратегічна авіація не активна Ситуація на військових аеродромах рф: На ае ""Моздок"" розміщено 7х бортів Ту-22м3, з них 5х споряджені 5 ракетами Х-22;  На ае ""Шайковка"" розміщено 9х бортів Ту-22м3, з них 9х споряджені 10 ракетами Х-22; На ае ""Сольци"" розміщено 1х борт Ту-22м3; На ае ""Дягілєво"" розміщено 5х бортів Ту-22м3 та 3х Ту-95мс, з них 3х Ту-22м3 споряджені 3 ракетами Х-22; На ае ""Оленья"" розміщено 38х бортів Ту-22м3, 10х Ту-95мс, 2х Ту-160. З них 8х Ту-22м3 споряджені 8 ракетами Х-22; Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ.  — БпЛА:  Станом на зараз існує загроза ударних БпЛА з Північного та Південного напрямків;  — Флот: У Чорному морі  перебуває один ракетоносій із можливістю несення до 8х КРМБ ""Калібр""  Будьте уважні та обережні, дослухайтесь сигналів повітряної тривоги.  обстановка |  Рух невстановлених цілей, ймовірно БпЛА, з Північного напрямку. Можливе поширення тривог за вектором руху.  Групи БпЛА з Південного напрямку поки що не фіксуються.    Відмічено запуск ударних БпЛА.   У разі підтвердження інформації та входження цілей у повітряний простір України — сповістимо.   Ракетний удар російських терористів по Костянтинівці, Донеччина. Ринок, 16 загиблих. Співчуття. 6-8 вересня на території рф проводиться планове командно-штабне тренування ракетних військ стратегічного призначення ЗС рф.  Мета – перевірка готовності органів управління, чергових сил та засобів РВСП до виконання завдань за призначенням. Без загрози для України.    Відбій загрози балістики. Загроза балістики у областях, де оголошено повітряну тривогу. Вибух у Запоріжжі. Вночі 06.09.23 силами оборони було знищено:   15/25 ударних БпЛА типу ""Шахід"";  7/8 крилатих ракет типу Х-101/555/55;  1 балістичну ракету ОТРК ""Іскандер-М"".  Дані оновлюються.    Відбій ракетної небезпеки.  Очікуйте оголошення у вашій області.  Ворогом було застосовано: — крилаті ракети повітряного базування Х-101/555 запущені з бортів Ту-95 з Каспійського напрямку; — ударні БпЛА типу ""Шахід"".  Відмічаємо ускладнення траєкторії руху крилатих ракет. Внаслідок атаки Одещини ударними БпЛА у кількох населених пунктах  зафіксовано руйнування та пожежі. Пошкоджено об'єкти припортової та сільськогосподарської інфраструктури: елеватори, адміністративні будівлі, агропідприємства. Загинула одна людина.  Станом на зараз ракетносії не знаходяться у Каспійсько-Волгодонському регіоні.  Дякуємо силам оборони, силам ППО та авіації.   Дорозвідка повітряного простору на предмет загроз. Очікуйте офіційного відбою. Все що летіло на Житомирщині та Вінниччині повернуло у бік Києва. Тому, якщо ви не пройшли в безпечне місце — радимо це зробити. Буде працювати ППО.  В інших областях чисто.    Робота ППО у Києві. Київ поки проходить в укриття та безпечні місця. Роботу ППО не знімати, будьте подалі від вікон та скла.   Біла Церква — укриття. Загроза ракет для Півдня Київщини. 05:38 Крилаті ракети: →Вінницька область.  Загроза для суміжних Житомирської, Хмельницької.   05:23  Маневрують, змінюють траєкторію доволі часто, тому не дивуйтесь. Станом на зараз рухаються на Захід Черкащини у напрямку Вінницької області.   05:15 Загроза крилатих ракет: — Полтавська; — Черкаська; — Кіровоградська області.  Вектор на Північний Захід. В інших областях чисто.   Кременчук — укриття. 05:02 Загроза КР: — Харківська; — Дніпропетровська; — Полтавська; області.    Робота ППО по областях. Крилаті ракети (КР) → Харківська область. За умови реальних пусків (нагадаємо, що ми дізнаємось лише попередню інформацію від партнерів) підхід до держкордону України о 05:25-06:00 ранку.  Буде час відреагувати та спуститись в укриття.    Попередньо здійснено пуски ракет типу Х-101/555/55 з Ту-95 з Каспійського напрямку.  Очікуємо на підтвердження та оголошення повітряних тривог.   04:22  4 Ту-95 все ще знаходиться у акваторії Каспійського моря. Не залишали її.   Станом на 03:15 декілька Ту-95 входять у Каспійський регіон. У нас немає інформації, що всі 8. На зв'язку.    Відбій загрози БпЛА. Дорозвідка. Не покидайте укриттів до офіційного відбою. Рені — укриття.  Рух БпЛА у вашому напрямку. 01:10  В акваторії ЧМ ще щонайменше 3 групи БпЛА, всі рухаються у напрямку Ізмаїльського району.  Ворогу не дає спокою портова інфраструктура, буде йти активна бойова робота як на землі, так і у повітрі.  Станом на зараз аеродром Оленьї покинуло 8 Ту-95 (з 10). Маршрут, як завжди, Південно-східний. При умові наближення до Каспійського регіону будемо розуміти ситуацію та повідомимо.  У морі 1 ракетоносій, фр. ""Ессен"", із 8 Калібрами на борту.  Паніку зупинити, зараз загроза тільки для Ізмаїльського району, у разі нових (передбачуваних) загроз — буде інформація, а головне повітряна тривога. Реагуємо, не нервуємо.    Рух БпЛА у напрямку Півдня Одещини.  Ізмаїльський район, Рені — є час подбати про безпеку.  "
2023-09-07," Рух БпЛА у напрямку Півдня Одещини з акваторії Чорного моря.  Ізмаїльський район, Рені — є час подбати про безпеку.   До цього була активна робота РЕБ по нашим позиціям на Запоріжжі.  Але, як то кажуть ""увьі"" т.о. Бердянськ — вибухи.  Обстановка станом на 23:00 07.09.23  — Авіація: Стратегічна авіація не активна Ситуація на військових аеродромах рф без значних змін із попередньої доби. Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ.  — БпЛА:  Станом на зараз існує загроза ударних БпЛА з Південного напрямку. Було проведено запуск декількох груп ударних БпЛА з Приморсько-Ахтарська та Чауди. Очікуємо входження у зону відповідальності ближче до півночі.  — Флот: У Чорному морі перебуває один ракетоносій із можливістю несення до 8х КРМБ ""Калібр""  Будьте уважні та обережні, дослухайтесь сигналів повітряної тривоги.  обстановка |   Відмічено запуск ударних БпЛА.   У разі підтвердження інформації та входження цілей у зону відповідальності — сповістимо.   Шановна спільното — звіт. 31.05.23 ми збирали 92 тисячі грн на апарат ШВЛ для допомоги військовим медикам. Разом з вами ми зібрали зверх норми ще 31'668 грн. На додаткові гроші було закуплено внутрішні та зовнішні акумулятори, набори дихальних трубок та повітряних фільтрів. Нам також допомогли волонтери і на ще додаткові гроші було закуплено кровоспинні бандажі. Разом із пересиланням з Європи вийшло трохи дорожче, аніж планувалось.  За три місяці застосування ШВЛ було врятовано безліч військових, які поступали з лінії фронту. Відео мене просили не розміщувати з етичних причин. А тепер головне. Нещодавно країну потрясла трагедія в Костянтинівці. Доповідаємо — ШВЛ на який ВИ зібрали гроші рятує людей при цих жахливих обставинах.    Відбій авіаційної загрози.  Зліт МіГ-31К ВПС рф. ае ""Саваслейка"".  МіГ-31К — носій надзвукової ракети Х-47м2 ""Кинджал"", яка становить загрозу для всіх регіонів країни.    Іранський вантажний Іл-76ТД ""Pouya Air"" (EP-PUS) здійснив переліт на аеродром ""Сімферополь"", Крим.  Ймовірно вантаж військового призначення.   т.о. Горлівка, Донеччина — влучання.  Активність тактичної авіації на Півдні.  Загроза пусків КАБ/КАР по лінії фронту на Херсонщині, у Запорізькій області та суміжним районам. Знаходьтесь в укриттях.   🦉 Шановні колеги, бойові побратими!    Сьогодні, всупереч злочинно-вбивчій, терористично-руйнівній агресії росії, ми відзначаємо День воєнної розвідки України!   Сама сутність професії воєнного розвідника ніколи не передбачала суспільної оцінки нашої діяльності, адже розвідники – люди мовчазного подвигу. Та широкомасштабна загарбницька війна й динамічні геополітичні зміни в безпековому середовищі внесли значні корективи в роботу розвідки. Нині весь світ спостерігає за нашими досягненнями та довіряє нам і наданій інформації. Попереджений – значить озброєний!   Успішні виконання бойових завдань у тилу ворога, проведення спеціальних операцій, звільнення заручників і полонених зробили безцінним внесок розвідників у боротьбу за суверенітет, територіальну цілісність держави та свободу мільйонів українців.   Дякую кожному з вас за службу, за все, що ви робите заради нашої спільної Перемоги, за професіоналізм, стійкість, мужність і жертовність, бо розвідка –  це не тільки героїчні вчинки й подвиги, це, передусім –  напружена, важка щоденна праця, яка вимагає великих зусиль, постійної витримки, волі, грунтовних знань і майстерності заради загальнодержавних і національних інтересів.   Вічна слава і шана бойовим побратимам, які віддали своє життя за рідну країну, за незалежність. Вони назавжди залишаться в наших серцях!   Ми помстимося рашистській нечисті за наших бійців, за вбитих  і покалічених дітей, за сиріт і батьків, за українські міста і села, за наше небо, нашу землю й наше море! Хай буде світло! Знищимо пітьму!   Слава Україні! 🫡 Слава воєнній розвідці України!   Начальник Головного управління розвідки Міністерства оборони України генерал-майор Кирило БУДАНОВ   Вночі 07.09.23 силами оборони було знищено:   25/33 ударних БпЛА типу ""Шахід"";  Дані оновлюються.   Пролунали вибухи в Ростові.  Відбій загрози БпЛА. Дорозвідка повітряного простору на предмет загроз. Без змін. Групи БпЛА прориваються у напрямку Ізмаїлу та Рені. Працює ППО. Рені — обережно. БпЛА рухаються до вас.  Робота ППО та авіації по областях. 01:00   Без змін.  Ізмаїльський район - буде працювати наземне ППО та авіація.  Схід — загроза балістики.  Ту-22м3 здійснюють передислокацію на ""Шайковку"".   Костянтинівка, Донеччина — вибухи.  Рух БпЛА у напрямку Півдня Одещини з акваторії Чорного моря.  Ізмаїльський район, Рені — є час подбати про безпеку. Чергова атака ворогом портової інфраструктури подунав'я.   00:05  Станом на зараз все чисто. Очікуємо групи Шахедів з Акваторії Чорного моря.  "
2023-09-08," Відбій ракетної небезпеки. Вибачаємось, про МіГ інформація була нами надана помилково, внаслідок невірної обробки вхідних даних.  Ракетна небезпека триває у областях де оголошено повітряну тривогу. Без уточнення.  Зліт МіГ-31К ВПС рф. ае ""Саваслейка"".  МіГ-31К — носій надзвукової ракети Х-47м2 ""Кинджал"", яка становить загрозу для всіх регіонів країни.   Вночі 08.09.23 силами оборони було знищено:   16/20 ударних БпЛА типу ""Шахід"";    Відбій загрози БпЛА. На Одесу нічого не летить. Поки що затишшя тимчасове. Чорноморськ та Ізмаїльский район загроза лишається. Групи БпЛА на різній дистанції, але будуть підходити до берега з моря. Чорноморськ — уважно. Рух БпЛА у вашому напрямку. У Москві палає федеральна митна служба. Курськ, рф — вибухи. БпЛА достатньо. Будуть пробиватись до Рені. Будуть працювати сили оборони. За кожний дрон писати не будемо, цілі та н.п. і так всім зрозумілі. Бережіть себе."
2023-09-09,"23:44 Загроза БпЛА: — Чернігівська; — Полтавська; — Сумська;  області.  Тривоги будуть оголошуватись за вектором руху БпЛА. Загроза БпЛА: — Сумська; — Чернігівська; області.  Вектор поки що західний. А ось і дрони. Загроза БпЛА з Сумської області. Поки що тип не встановлено.  Обстановка станом на 23:00 09.09.23  Загальні тези:  Ворог проводить космічну розвідку аеродромної мережі, об'єктів паливно-енергетичного комплексу, портової інфраструктури (Одеська область), військової інфраструктури, обласних центрів та населених пунктів Київської області;  — Авіація: Стратегічна авіація не активна Ситуація на військових аеродромах рф без значних змін із попередньої доби. Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ;  — БпЛА:  Запуски ударних БпЛА типу ""Шахід"" не фіксувались;  — Флот: У Чорному морі не перебувають ракетоносії КРМБ ""Калібр"".  Проте, загроза від флоту залишається на високому рівні.  Ситуація стабільна і контрольована, проте вона може змінитись впродовж ночі.  Дослухайтесь сигналів повітряної тривоги.  обстановка |  ВМС ЗСУ: У Чорному та Азовському морях не перебувають ракетоносії ""Калібрів"", вони заведені у порти базування.    московська обл. — призупинена робота цивільних аеропортів.  Обстановка станом на 00:00 09.09.23  Загальні тези: За минулу добу 08.09.23 ворогом було застосовано 20х ударних БпЛА, 2х КР ""Онікс"", щонайменше 2х ""Іскандер"". Протягом доби проводились тренування екіпажів МіГ-31К у західному та центральному регіонах рф. Без загроз для України.  — Авіація: Стратегічна авіація не активна Ситуація на військових аеродромах рф: На ае ""Моздок"" розміщено 4х бортів Ту-22м3, з них 4х споряджені 4 ракетами Х-22;  На ае ""Шайковка"" розміщено 9х бортів Ту-22м3, з них 9х споряджені 10 ракетами Х-22; На ае ""Сольци"" розміщено 1х борт Ту-22м3; На ае ""Дягілєво"" розміщено 5х бортів Ту-22м3 та 3х Ту-95мс, з них 3х Ту-22м3 споряджені 3 ракетами Х-22; На ае ""Оленья"" розміщено 38х бортів Ту-22м3, 11х Ту-95мс, 2х Ту-160. З них 8х Ту-22м3 споряджені 8 ракетами Х-22; Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ.  — БпЛА:  Запуски ударних БпЛА типу ""Шахід"" не фіксувались;  — Флот: У Чорному морі перебуває два  ракетоносії із можливістю несення до 16х КРМБ ""Калібр""  Будьте уважні та обережні, дослухайтесь сигналів повітряної тривоги.  обстановка | "
2023-09-10," Робота сил ППО по областях. Загроза БпЛА: →Сумська; → Чернігівська; області.  Вектор руху західний, може (і буде) змінюватись. Проходьте в укриття там, де оголошено повітряну тривогу. Сумщина — загроза невстановлених БпЛА з Північного напрямку.  Відбій загрози БпЛА для Сумщини. Рух невстановлених БпЛА з Північного напрямку. Можливе поширення тривог за вектором руху.  Загроза для Сумської області.   т.о. Мелітополь — вибухи.  Відбій ракетної небезпеки для Півдня. Південь — нічого не летить. Була засічка.  Загроза залишається до відбою. Південь — ракетна небезпека.  Відбій по областях. Дорозвідка, очікуйте на офіційний відбій. Залишки БпЛА заходять з Півдня Київщини. Київська область також загроза ударних БпЛА зі сходу області."
2023-09-11,"Закликаю вас долучитись до збору Сергія Стерненка на бавовну на території рф.  Хочу окремо підкреслити, що знищення таких літаків, як Ту-22м3 та Іл-76, є безповоротним для російського ""літакобудування"". Остаточно і назавжди.  В це варто вкладатись.  Відео вище для мотивації. Сьогодні два борти Ту-22м3 (Оленья) впродовж доби робили планові польоти у Північному регіоні рф. Без загрози для України. Борти супроводжувались екіпажами Су-35.    Активність тактичної авіації на Півдні.  Загроза пусків КАБ/КАР по лінії фронту на Херсонщині, у Запорізькій області та суміжним районам. Знаходьтесь в укриттях.    Відбій загрози тактичної авіації.  Активність тактичної авіації в акваторії Чорного моря.   Одесо, долучайтесь до здачі крові для наших воїнів. Це вкрай важливо. ВМС ЗСУ: У Чорному та Азовському морях не перебувають ракетоносії ""Калібрів"", вони заведені у порти базування.    Відбій загрози балістики по областях. Загроза балістики з Півдня.  Відбій загрози тактичної авіації. Лишається загроза тактичної авіації на Південному сході.  Загроза армійської авіації для Сумщини.  Активність тактичної авіації на Півдні.  Загроза пусків КАБ/КАР по лінії фронту на Херсонщині, у Запорізькій області та суміжним районам. Знаходьтесь в укриттях.    Відбій загрози балістики. Загроза балістики з Півдня.  Відбій загрози БпЛА для Півночі.  Обстановка станом на 00:00 11.09.23  — Авіація: Стратегічна авіація не активна Ситуація на військових аеродромах рф без значних змін із попередньої доби. Загалом у спорядженому стані перебуває щонайменше 25 носіїв КРПБ;  — БпЛА:  Існує загроза ударних БпЛА з Північного напрямку. БпЛА перебувають у Сумській та Чернігівській областях;  — Флот: У Чорному морі не перебувають ракетоносії КРМБ ""Калібр"".  Проте, загроза від флоту залишається на високому рівні.  Ситуація стабільна і контрольована, проте вона може змінитись впродовж ночі.  Дослухайтесь сигналів повітряної тривоги.  обстановка | "
